"","label","text","rule_name","comment_number","proposition_number"
1910,"n","In addition, most epi-pens come in two pack doses, each of which are good for maybe 10 to 15 minutes.","apr",482,31
1911,"n","Which in a severe anaphylactic reaction is simply not enough time between the beginning of a reaction and the patient reaching EMS.","apr",482,32
1912,"u","I've found that other passengers, as a rule, are extremely supportive, and are more than happy to help with a fellow passengers safety.","apr",482,33
1913,"u","I think the people commenting on this site would react entirely differently were they seated next to an allergic child on a plane.","apr",482,34
1914,"u","Of course they would refrain from eating peanuts for a few hours if they knew it would hurt someone they were looking in the face.","apr",482,35
1915,"u","But I am sympathetic to individuals who are unhappy with yet another discomfort inflicted on air travelers.","apr",482,36
1916,"u","This restriction is designed to protect people with allergies from the airlines callous disregard for cleanliness and for our safety, not from our fellow passengers.","apr",482,37
1917,"e","I am 4 years old.","apr",482,38
1918,"e","I am allergic to peanuts, eggs and cow milk.","apr",482,39
1919,"e","If I eat a peanut I'll get sick.","apr",482,40
1920,"e","I ate a nut one time and got a big bump on my lip","apr",482,41
1921,"e","and it swelled up","apr",482,42
1922,"e","and it was hard to breathe.","apr",482,43
1923,"u","It was scary","apr",482,44
1924,"e","and my dad gave me some medicine that made it better.","apr",482,45
1925,"u","I would like for them to not give out peanuts","apr",482,46
1926,"n","so I won't get sick","apr",482,47
1927,"n","because I'm allergic.","apr",482,48
1928,"u","Everybody should drink Sprite and eat Pringles and Pretzels.","apr",482,49
1929,"u","Frankly, I am horrified at the negative attitudes and comments from people who feel their rights are being taken away should peanuts  be banned from flights.","apr",497,0
1930,"u","Perhaps they should be made to watch a person in a true anaphylactic situation.","apr",497,1
1931,"e","I have a granddaughter who has multiple food allergies including peanuts and tree nuts.","apr",497,2
1932,"e","Her parents do a wonderful job of making sure that her surroundings are as safe as possible, providing appropriate food, and carrying all of the medications my granddaughter might need.","apr",497,3
1933,"e","The whole family absolutely accepts that these precautions are our responsibility.","apr",497,4
1934,"u","However, when one is on an aircraft one does not have the option of pulling the emergency cord to stop the flight so that one can get to a hospital.","apr",497,5
1935,"u","This is the reason why a total ban on peanut products needs to be made.","apr",497,6
1936,"u","We have all been on flights where it is obvious that the cleaning crew did not have time to do a thorough job on the areas that can be seen.","apr",497,7
1937,"u","Probably not often enough to remove airborn allergens.","apr",497,8
1938,"e","Our home airport is a Delta hub.","apr",497,9
1939,"u","Delta does not believe in peanut free flights.","apr",497,10
1940,"n","Jet Blue does not fly here.","apr",497,11
1941,"n","Flying other companies means making at least one, and frequently two, changes of plane","apr",497,12
1942,"u","thus making the travel time unduly long and stressful.","apr",497,13
1943,"u","Whoever is sitting next to my granddaughter cannot risk falling asleep in case she should have a reaction and not be able to self-inject -","apr",497,14
1944,"e","she is eight years old.","apr",497,15
1945,"n","The Food Allergy Initiative states: ""The prevalence of peanut and tree nut allergies tripled in children in the United States between 1997 and 2008, according to an FAI-sponsored study conducted by Scott Sicherer, MD, and colleagues at Mount Sinai School of Medicine . The study was published in the June 2010 issue of the Journal of Allergy and Clinical Immunology, the official journal of the American Academy of Allergy, Asthma and Immunology. ""","apr",497,16
1946,"n","Our research shows that more than 3 million Americans report peanut or tree nut allergies, representing a significant health burden, said Dr. Sicherer.","apr",497,17
1947,"u","The data also emphasize the importance of developing better prevention and treatment strategies.","apr",497,18
1948,"n","When trying to explain the reason for this increase the FAI suggests","apr",497,19
1949,"u","Another explanation could be the popularity of roasted peanuts in the U.S.","apr",497,20
1950,"u","Maybe the peanut supporters should put their efforts into making the move towards the healthier snack of raw peanuts  and see if this will help protect the future youth of America.","apr",497,21
1951,"n","The roasting process appears to alter the peanut protein, making it more likely to trigger an allergy.","apr",502,0
1952,"n","Nobody has studied this subject,","apr",502,1
1953,"n","so there's no hard data.","apr",502,2
1954,"u","But we do know that the air onboard an airliner is much cleaner than people think.","apr",502,3
1955,"n","Only one confirmed death onboard an airliner has been reported,","apr",502,4
1956,"n","but it may have been as far back as 1998,","apr",502,5
1957,"e","No, I'm just an allergy sufferer  like most of the population.","apr",503,0
1958,"e","The difference is that I actually know a good number of people in the airline industry as well as reading lots of research papers on the subject of peanut allergies.","apr",503,1
1959,"u","I tire of the constant harping that peanut allergies are on the rise,","apr",503,2
1960,"n","when there is no scientific data to back it up.","apr",503,3
1961,"u","I do believe that people need to educate themselves as to what is a real allergy, rather than simply an adverse reaction to a particular food.","apr",503,4
1962,"u","Far too often, people  quickly label an adverse reaction as an allergy, without testing them to be certain.","apr",503,5
1963,"u","Then they hammer away at the child that they can't have certain foods or have to be REALLY CAREFUL or they'll die.","apr",503,6
1964,"u","That creates needless anxiety for the child and causes a great deal of psychological damage to them.","apr",503,7
1965,"n","and it was an Eastern European airline.","apr",505,0
1966,"n","In the late 1990's  the U.S. Department of Transportation proposed that airlines provide peanut-allergic passengers with 'peanut free' seating areas.","apr",505,1
1967,"n","The proposal was denied by congress due to the lack of evidence demonstrating that peanut dust inhalation causes anaphylaxis.","apr",505,2
1968,"n","Studies have shown that inhalation of peanut dust can cause a reaction for those allergic to peanut,","apr",505,3
1969,"n","but the reaction is typically restricted to skin and upper-respiratory symptoms and does not usually result in anaphylaxis.","apr",505,4
1970,"n","That being said, it has been shown that when multiple people are eating peanuts together on an airplane the reaction can be sufficiently serious to require epinephrine.","apr",505,5
1971,"n","In addition, the dust and residue left from peanuts or peanut products can cause anaphylaxis when transferred to the mouth, nose, or eyes.","apr",505,6
1972,"n","Since that proposal, according to the Food Allergy Initiative the latest data suggests that food allergies have actually TRIPLED between 1997 and 2008.","apr",505,7
